Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold
2174,60,,10400,7,5,2001,2001,227.0,0.0,0.0,1257.0,1257.0,1290,871,0,2161,0.0,0.0,2,1,3,1,8,1,2001.0,2.0,570.0,0,84,0,0,0,0,0,6,2008
2175,60,,9720,9,5,2001,2002,134.0,1194.0,0.0,163.0,1357.0,1366,581,0,1947,1.0,0.0,2,1,3,1,7,1,2001.0,3.0,725.0,168,116,0,0,0,0,0,1,2008
2176,20,,14860,8,5,2002,2003,240.0,1538.0,0.0,240.0,1778.0,1786,0,0,1786,1.0,0.0,2,0,3,1,6,1,2002.0,3.0,715.0,182,35,0,0,0,0,0,6,2008
2177,60,41.0,10905,7,5,2003,2003,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,2327,0.0,0.0,2,1,4,1,9,1,2003.0,2.0,596.0,0,57,0,0,0,0,0,8,2008
2178,60,96.0,11690,8,5,1999,2000,192.0,0.0,0.0,850.0,850.0,886,878,0,1764,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,560.0,120,29,0,0,0,0,0,6,2008
2179,120,,4426,6,5,2004,2004,205.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,0,2004.0,2.0,420.0,140,0,0,0,0,0,0,2,2008
2180,90,83.0,10126,6,5,1997,1998,0.0,1593.0,162.0,83.0,1838.0,1838,0,0,1838,2.0,0.0,2,0,2,2,8,0,1998.0,3.0,721.0,160,67,0,0,0,0,0,7,2008
2181,20,75.0,9750,7,5,2004,2004,50.0,24.0,0.0,1421.0,1445.0,1445,0,0,1445,0.0,0.0,2,0,3,1,6,0,2004.0,2.0,470.0,0,35,0,0,0,0,0,6,2008
2182,20,85.0,11058,7,6,2007,2007,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,0.0,0.0,2,0,3,1,6,0,2007.0,3.0,814.0,0,24,0,0,0,0,0,2,2008
2183,20,74.0,9627,7,5,2007,2007,0.0,24.0,0.0,1327.0,1351.0,1361,0,0,1361,0.0,0.0,2,0,3,1,6,0,2007.0,2.0,610.0,0,50,0,0,0,0,0,6,2008
2184,20,75.0,9825,5,5,1966,1966,0.0,609.0,0.0,483.0,1092.0,1092,0,0,1092,0.0,0.0,1,0,3,1,6,0,1966.0,1.0,264.0,259,0,0,0,161,0,0,4,2008
2185,85,64.0,12102,5,5,1976,1976,222.0,456.0,0.0,0.0,456.0,1033,0,0,1033,0.0,1.0,1,0,3,1,6,0,1976.0,2.0,504.0,224,0,0,0,0,0,0,4,2008
2186,20,65.0,6500,6,6,1976,1976,84.0,1033.0,0.0,94.0,1127.0,1127,0,0,1127,0.0,1.0,1,1,3,1,6,1,1991.0,2.0,480.0,0,0,138,0,0,0,0,5,2008
2187,80,,9638,6,6,1977,1977,0.0,368.0,120.0,541.0,1029.0,1117,0,0,1117,1.0,0.0,1,0,3,1,6,1,1977.0,2.0,542.0,292,0,0,0,0,0,0,11,2008
2188,60,72.0,7200,6,7,1976,2001,0.0,288.0,0.0,396.0,684.0,684,714,0,1398,0.0,0.0,1,1,3,1,6,1,1976.0,2.0,440.0,0,0,0,0,0,0,0,2,2008
2189,20,123.0,47007,5,7,1959,1996,0.0,0.0,0.0,0.0,0.0,3820,0,0,3820,,,3,1,5,1,11,2,1959.0,2.0,624.0,0,372,0,0,0,0,0,7,2008
2190,90,65.0,6012,4,5,1955,1955,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,0.0,0.0,2,0,2,2,6,0,,0.0,0.0,0,0,0,0,0,0,0,6,2008
2191,90,74.0,6845,4,5,1955,1955,58.0,0.0,0.0,0.0,0.0,1152,0,0,1152,0.0,0.0,2,0,2,2,6,0,,0.0,0.0,0,0,0,0,0,0,0,7,2008
2192,190,56.0,6931,4,5,1955,1955,0.0,784.0,0.0,0.0,784.0,784,0,0,784,1.0,0.0,1,0,2,1,4,0,,0.0,0.0,112,0,0,0,0,0,0,5,2008
2193,50,60.0,12180,5,7,1938,2007,0.0,0.0,0.0,585.0,585.0,585,468,0,1053,0.0,0.0,1,1,2,1,5,0,,0.0,0.0,42,0,0,0,0,0,0,1,2008
2194,50,57.0,8050,5,8,1947,1993,0.0,0.0,0.0,0.0,0.0,929,208,0,1137,0.0,0.0,1,1,4,1,8,0,,0.0,0.0,0,0,0,0,0,0,0,4,2008
2195,20,68.0,9520,4,5,1953,1953,115.0,767.0,0.0,144.0,911.0,930,0,0,930,0.0,0.0,1,0,2,1,5,0,1953.0,1.0,286.0,134,0,0,0,0,0,3000,5,2008
2196,80,62.0,7692,4,6,1954,1954,0.0,0.0,0.0,416.0,416.0,1204,0,0,1204,0.0,0.0,1,0,3,1,6,0,1954.0,1.0,312.0,0,0,0,0,0,0,0,11,2008
2197,30,67.0,5142,4,7,1923,2008,0.0,224.0,0.0,725.0,949.0,949,343,0,1292,0.0,0.0,1,1,3,1,6,0,1923.0,1.0,205.0,0,0,183,0,0,0,0,6,2008
2198,30,60.0,7290,7,8,1921,1950,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,1424,0.0,0.0,2,0,2,1,7,1,1921.0,1.0,312.0,0,0,90,0,0,0,0,4,2008
2199,90,64.0,7804,6,7,1930,1950,0.0,281.0,679.0,0.0,960.0,960,960,0,1920,2.0,0.0,2,2,4,2,10,2,1930.0,2.0,480.0,248,0,121,0,0,0,0,7,2008
2200,70,66.0,8969,6,6,1926,1950,0.0,379.0,0.0,265.0,644.0,672,644,0,1316,1.0,0.0,1,0,2,1,6,1,2001.0,1.0,369.0,0,0,0,0,192,0,0,7,2008
2201,50,63.0,15564,6,6,1914,1995,0.0,0.0,0.0,676.0,676.0,676,588,0,1264,0.0,0.0,1,0,3,1,6,0,1994.0,2.0,400.0,424,0,0,0,0,0,400,1,2008
2202,70,54.0,7609,8,9,1925,1997,0.0,406.0,0.0,392.0,798.0,798,714,0,1512,1.0,0.0,2,0,3,1,7,1,1925.0,1.0,180.0,85,16,41,0,0,0,0,6,2008
2203,70,,9650,6,3,1923,1950,0.0,0.0,0.0,784.0,784.0,819,784,0,1603,0.0,0.0,1,0,4,1,7,1,1980.0,2.0,599.0,0,217,0,0,0,0,0,6,2008
2204,50,,11700,5,6,1937,1995,0.0,606.0,0.0,336.0,942.0,1265,673,0,1938,0.0,0.0,2,0,4,1,7,1,1937.0,1.0,240.0,0,40,0,0,0,0,0,7,2008
2205,50,,9260,5,4,1938,1950,0.0,0.0,0.0,884.0,884.0,932,442,0,1374,0.0,0.0,1,0,3,1,6,0,1938.0,1.0,225.0,64,0,0,0,100,0,0,3,2008
2206,20,79.0,7801,6,5,1951,1951,88.0,500.0,0.0,591.0,1091.0,1091,0,0,1091,0.0,1.0,1,0,2,1,5,1,1951.0,1.0,344.0,66,105,0,0,221,0,0,5,2008
2207,70,100.0,9670,8,6,1935,1950,40.0,210.0,0.0,398.0,608.0,983,890,0,1873,0.0,0.0,1,1,4,1,9,2,1935.0,2.0,786.0,0,0,207,0,0,0,0,6,2008
2208,50,70.0,12392,7,9,1950,2000,0.0,435.0,0.0,397.0,832.0,1218,943,0,2161,1.0,0.0,2,1,3,1,8,2,1994.0,2.0,506.0,0,96,0,0,0,0,0,4,2008
2209,20,56.0,26073,5,5,1956,1956,0.0,1116.0,0.0,782.0,1898.0,1898,0,0,1898,0.0,0.0,2,1,3,1,7,2,1956.0,2.0,484.0,0,51,224,0,0,0,0,4,2008
2210,160,24.0,1879,6,6,1980,1980,0.0,366.0,0.0,150.0,516.0,516,516,0,1032,0.0,0.0,1,0,2,1,5,1,1980.0,2.0,462.0,213,0,0,0,0,0,0,12,2008
2211,30,50.0,7000,6,8,1926,1998,0.0,299.0,40.0,555.0,894.0,919,0,0,919,1.0,0.0,1,0,2,1,5,0,1926.0,1.0,195.0,0,0,116,0,0,0,0,7,2008
2212,50,60.0,6000,6,8,1940,2006,0.0,0.0,0.0,720.0,720.0,760,330,0,1090,0.0,0.0,1,0,3,1,5,0,1940.0,1.0,240.0,0,0,0,0,0,0,0,7,2008
2213,50,58.0,8155,5,7,1930,1950,0.0,0.0,0.0,780.0,780.0,780,420,0,1200,0.0,0.0,1,0,4,1,7,0,,0.0,0.0,0,0,96,0,0,0,0,7,2008
2214,80,75.0,6000,5,5,1967,1967,0.0,257.0,0.0,367.0,624.0,1092,564,0,1656,0.0,0.0,1,1,3,1,7,1,1967.0,1.0,288.0,0,180,0,0,100,0,0,7,2008
2215,30,60.0,7392,5,7,1930,1995,0.0,0.0,0.0,520.0,520.0,912,0,0,912,0.0,0.0,1,0,2,1,5,0,1934.0,1.0,360.0,0,90,0,0,0,0,0,5,2008
2216,50,75.0,9000,5,5,1958,1958,162.0,330.0,0.0,821.0,1151.0,1151,804,0,1955,0.0,0.0,2,0,4,1,7,0,1958.0,1.0,356.0,0,0,0,0,0,0,0,1,2008
2217,20,80.0,14584,1,5,1952,1952,0.0,0.0,0.0,0.0,0.0,733,0,0,733,0.0,0.0,1,0,2,1,4,0,1952.0,2.0,487.0,0,0,0,0,0,0,0,2,2008
2218,70,60.0,5280,4,7,1895,1950,0.0,0.0,0.0,173.0,173.0,825,536,0,1361,0.0,0.0,1,0,2,1,6,0,1895.0,1.0,185.0,0,123,0,0,0,0,0,7,2008
2219,50,52.0,5150,4,7,1910,2000,0.0,0.0,0.0,356.0,356.0,671,378,0,1049,0.0,0.0,1,0,2,1,5,0,1910.0,1.0,195.0,0,0,0,0,0,0,0,5,2008
2220,70,60.0,9000,4,6,1920,1950,0.0,0.0,0.0,592.0,592.0,432,432,0,864,0.0,0.0,1,1,3,1,5,0,1920.0,1.0,216.0,0,30,160,0,0,0,0,6,2008
2221,120,44.0,3843,8,5,2007,2008,186.0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,1.0,1.0,2,0,2,1,5,1,2007.0,2.0,525.0,162,53,0,153,0,0,0,8,2008
2222,120,44.0,3811,7,5,2004,2005,174.0,1474.0,0.0,120.0,1594.0,1646,0,0,1646,1.0,1.0,2,0,2,1,5,1,2004.0,2.0,482.0,128,53,0,0,155,0,0,7,2008
2223,20,,23730,7,5,1996,1997,668.0,700.0,0.0,1140.0,1840.0,2032,0,0,2032,1.0,0.0,3,0,3,1,7,0,1996.0,3.0,786.0,0,46,192,0,0,0,0,9,2008
2224,60,,11050,7,5,1996,1997,0.0,0.0,0.0,910.0,910.0,910,910,0,1820,0.0,0.0,2,1,3,1,8,1,1996.0,3.0,816.0,318,32,0,0,0,0,0,9,2008
2225,90,76.0,10260,5,4,1976,1976,0.0,0.0,0.0,0.0,0.0,936,936,0,1872,0.0,0.0,2,2,4,2,8,0,1976.0,2.0,484.0,0,0,0,0,0,0,0,11,2008
2226,20,74.0,9990,4,5,1991,1991,0.0,1383.0,0.0,297.0,1680.0,1689,0,0,1689,1.0,0.0,2,0,3,1,6,1,1991.0,2.0,432.0,428,120,0,0,0,0,0,7,2008
2227,120,42.0,4084,7,6,1986,1986,340.0,893.0,0.0,384.0,1277.0,1501,0,0,1501,1.0,0.0,2,0,2,1,6,1,1986.0,2.0,512.0,240,0,0,0,0,0,0,7,2008
2228,20,74.0,11563,8,5,2006,2007,258.0,1036.0,0.0,482.0,1518.0,1537,0,0,1537,1.0,0.0,2,0,3,1,8,0,2007.0,3.0,788.0,0,26,0,0,0,0,0,4,2008
2229,60,107.0,12852,8,5,2007,2007,0.0,770.0,0.0,150.0,920.0,920,860,0,1780,1.0,0.0,2,1,3,1,6,1,2007.0,2.0,612.0,0,192,0,0,0,0,0,1,2008
2230,80,73.0,9802,5,5,2006,2007,0.0,0.0,0.0,352.0,352.0,712,730,0,1442,0.0,0.0,2,1,3,1,6,0,2007.0,2.0,400.0,100,0,0,0,0,0,0,4,2008
2231,60,81.0,12018,7,5,2008,2008,60.0,0.0,0.0,796.0,796.0,796,816,0,1612,0.0,0.0,2,1,3,1,6,0,2008.0,3.0,666.0,0,64,0,0,0,0,0,10,2008
2232,20,75.0,12890,6,5,1989,1989,128.0,0.0,0.0,1495.0,1495.0,1495,0,0,1495,0.0,0.0,2,0,3,1,8,1,1989.0,2.0,438.0,252,0,192,0,0,0,0,7,2008
2233,20,93.0,18265,6,5,1986,1986,228.0,920.0,60.0,276.0,1256.0,1256,0,0,1256,0.0,0.0,2,0,3,1,6,1,1986.0,2.0,578.0,282,0,0,0,0,0,0,3,2008
2234,20,82.0,11202,8,5,2003,2003,206.0,1029.0,0.0,403.0,1432.0,1440,0,0,1440,1.0,0.0,2,0,3,1,7,1,2003.0,2.0,467.0,185,95,0,0,0,0,0,6,2008
2235,20,,7915,6,5,1999,2000,0.0,1223.0,0.0,443.0,1666.0,1675,0,0,1675,1.0,0.0,2,0,3,1,6,0,1999.0,2.0,435.0,165,52,0,0,0,0,0,12,2008
2236,20,79.0,11449,8,5,2007,2007,0.0,1011.0,0.0,873.0,1884.0,1728,0,0,1728,1.0,0.0,2,0,3,1,7,1,2007.0,2.0,520.0,0,276,0,0,0,0,0,1,2008
2237,20,85.0,11447,8,5,2005,2006,674.0,1571.0,0.0,393.0,1964.0,1964,0,0,1964,1.0,0.0,2,1,3,1,7,1,2005.0,3.0,892.0,0,265,0,0,0,0,0,6,2008
2238,90,97.0,8940,7,5,1997,1998,200.0,1309.0,0.0,35.0,1344.0,1344,0,0,1344,2.0,0.0,2,0,2,2,8,0,1997.0,4.0,784.0,0,0,0,0,0,0,0,11,2008
2239,20,77.0,9278,5,5,2007,2008,0.0,0.0,0.0,1092.0,1092.0,1092,0,0,1092,0.0,0.0,1,0,2,1,5,0,,0.0,0.0,0,52,0,0,0,0,0,2,2008
2240,120,32.0,4500,6,5,1997,1997,197.0,864.0,0.0,325.0,1189.0,1189,0,0,1189,1.0,0.0,2,0,2,1,4,0,1997.0,2.0,392.0,0,122,0,0,0,0,0,4,2008
2241,85,150.0,14137,4,5,1964,1964,98.0,865.0,247.0,88.0,1200.0,1200,0,0,1200,1.0,0.0,1,0,3,1,6,0,1964.0,3.0,850.0,0,119,0,0,171,0,0,11,2008
2242,120,,4224,5,6,1975,1975,0.0,769.0,0.0,271.0,1040.0,1040,0,0,1040,0.0,0.0,1,0,3,1,6,0,1975.0,2.0,499.0,0,100,0,0,0,0,0,6,2008
2243,160,41.0,2665,5,7,1976,1976,0.0,318.0,0.0,232.0,550.0,925,550,0,1475,0.0,0.0,2,0,4,1,6,1,1976.0,1.0,336.0,92,26,0,0,0,0,0,5,2008
2244,180,21.0,1974,4,7,1973,2006,0.0,501.0,0.0,25.0,526.0,526,462,0,988,1.0,0.0,1,0,2,1,5,0,1973.0,1.0,297.0,120,101,0,0,0,0,0,6,2008
2245,180,21.0,1596,4,6,1973,1973,0.0,437.0,0.0,25.0,462.0,526,462,0,988,1.0,0.0,1,0,1,1,4,1,1973.0,1.0,297.0,0,101,0,120,0,0,0,7,2008
2246,20,,17979,5,6,1968,1968,0.0,785.0,0.0,328.0,1113.0,1160,0,0,1160,1.0,0.0,1,0,3,1,6,0,1968.0,1.0,257.0,81,0,0,0,0,0,500,2,2008
2247,160,21.0,1477,6,9,1970,2007,0.0,358.0,0.0,188.0,546.0,546,546,0,1092,0.0,0.0,2,1,3,1,6,0,,0.0,0.0,187,0,0,0,0,0,0,3,2008
2248,20,59.0,6490,5,7,1983,1983,0.0,534.0,0.0,282.0,816.0,816,0,0,816,0.0,1.0,1,0,2,1,4,0,1983.0,1.0,264.0,315,0,0,0,0,0,0,4,2008
2249,20,60.0,6600,5,6,1982,2005,0.0,638.0,0.0,207.0,845.0,845,0,0,845,0.0,0.0,1,0,3,1,6,0,1982.0,1.0,264.0,0,0,0,0,0,0,0,7,2008
2250,20,74.0,12395,5,6,1984,1984,0.0,647.0,0.0,217.0,864.0,889,0,0,889,0.0,0.0,1,0,3,1,6,0,1984.0,2.0,484.0,0,0,0,0,0,0,0,4,2008
2251,70,,56600,5,1,1900,1950,0.0,0.0,0.0,686.0,686.0,1150,686,0,1836,0.0,0.0,2,0,4,1,7,0,1900.0,1.0,288.0,0,0,0,0,0,0,0,1,2008
2252,20,85.0,10667,6,6,1971,1971,302.0,838.0,0.0,749.0,1587.0,1587,0,0,1587,0.0,0.0,2,0,3,1,7,1,1971.0,2.0,525.0,0,44,0,0,0,0,0,3,2007
2253,80,56.0,8872,6,5,1997,1997,0.0,0.0,0.0,384.0,384.0,754,630,0,1384,0.0,0.0,2,1,3,1,7,1,1997.0,2.0,390.0,0,0,0,0,0,0,0,3,2007
2254,80,,10147,6,5,1994,1994,32.0,186.0,0.0,206.0,392.0,924,770,0,1694,0.0,0.0,2,1,3,1,7,1,1994.0,2.0,398.0,256,64,0,0,0,0,0,3,2007
2255,60,,8637,6,5,1999,2000,0.0,871.0,0.0,52.0,923.0,947,767,0,1714,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,451.0,256,48,0,0,0,0,0,4,2007
2256,60,63.0,7875,7,5,1996,1996,0.0,414.0,0.0,277.0,691.0,691,862,0,1553,0.0,0.0,2,1,3,1,6,0,1996.0,2.0,420.0,0,44,0,0,0,0,0,8,2007
2257,60,60.0,7500,6,5,1999,2003,0.0,0.0,0.0,938.0,938.0,957,1342,0,2299,0.0,0.0,3,1,5,1,7,1,1999.0,2.0,482.0,188,30,0,0,0,0,0,8,2007
2258,20,,9556,7,5,1992,1993,52.0,0.0,0.0,1168.0,1168.0,1187,0,0,1187,0.0,0.0,2,0,3,1,6,0,1992.0,2.0,420.0,0,21,0,0,0,0,0,8,2007
2259,60,,7655,6,5,1993,1994,0.0,0.0,0.0,903.0,903.0,910,732,0,1642,0.0,0.0,2,1,3,1,7,1,1993.0,2.0,392.0,290,84,0,0,0,0,0,7,2007
2260,20,160.0,18160,6,6,1964,1964,138.0,550.0,0.0,752.0,1302.0,1128,0,0,1128,1.0,0.0,1,0,3,1,6,1,1964.0,2.0,480.0,0,108,246,0,0,0,0,3,2007
2261,120,38.0,4740,8,5,1988,1988,0.0,248.0,0.0,918.0,1166.0,1179,0,0,1179,1.0,0.0,2,0,2,1,5,0,1988.0,2.0,480.0,0,108,0,0,135,0,0,10,2007
2262,120,35.0,5118,8,5,1990,1990,0.0,926.0,0.0,386.0,1312.0,1321,0,0,1321,1.0,0.0,1,0,1,1,4,1,1990.0,2.0,484.0,0,64,140,0,0,0,0,8,2007
2263,60,98.0,12328,8,5,2005,2005,146.0,986.0,0.0,163.0,1149.0,1164,1377,0,2541,1.0,0.0,3,1,4,1,10,1,2005.0,3.0,729.0,120,32,0,0,0,0,0,7,2007
2264,20,52.0,51974,9,5,2006,2007,710.0,1101.0,0.0,1559.0,2660.0,2338,0,0,2338,1.0,0.0,2,1,4,1,8,2,2005.0,3.0,1110.0,0,135,0,0,322,0,0,6,2007
2265,190,195.0,41600,5,5,1969,1990,0.0,1047.0,0.0,53.0,1100.0,1424,0,0,1424,1.0,0.0,1,1,3,1,7,0,1969.0,3.0,828.0,144,0,0,0,0,0,0,11,2007
2266,120,61.0,8035,9,5,2006,2006,165.0,797.0,0.0,815.0,1612.0,1612,0,0,1612,1.0,0.0,2,0,2,1,6,1,2006.0,2.0,556.0,0,164,0,0,0,0,0,3,2007
2267,20,85.0,14082,8,5,2006,2006,945.0,1558.0,0.0,662.0,2220.0,2234,0,0,2234,1.0,0.0,1,1,1,1,7,1,2006.0,2.0,724.0,390,80,0,0,0,0,0,1,2007
2268,20,81.0,13870,10,5,2006,2007,250.0,1152.0,0.0,590.0,1742.0,2042,0,0,2042,1.0,0.0,2,0,3,1,8,1,2007.0,3.0,724.0,240,52,0,0,174,0,0,10,2007
2269,20,,10960,6,5,1984,1984,0.0,256.0,0.0,1028.0,1284.0,1284,0,0,1284,1.0,0.0,2,0,3,1,5,0,1984.0,2.0,480.0,0,0,192,0,0,0,0,4,2007
2270,60,78.0,12090,7,7,1981,2003,306.0,321.0,0.0,404.0,725.0,725,754,0,1479,0.0,0.0,2,1,3,1,6,1,1981.0,2.0,484.0,167,72,0,0,0,0,0,3,2007
2271,20,93.0,12299,7,6,1978,1985,67.0,1328.0,0.0,201.0,1529.0,1664,0,0,1664,1.0,0.0,2,0,3,1,7,1,1978.0,2.0,663.0,0,0,0,0,0,0,0,9,2007
2272,60,61.0,11339,7,5,1979,1979,549.0,758.0,0.0,22.0,780.0,1085,845,0,1930,1.0,0.0,2,1,4,1,9,1,1979.0,2.0,481.0,192,72,0,0,0,0,0,3,2007
2273,20,79.0,11850,6,6,1984,1984,98.0,781.0,0.0,372.0,1153.0,1177,0,0,1177,0.0,0.0,2,0,3,1,6,0,1984.0,2.0,495.0,204,103,0,0,0,0,0,8,2007
2274,20,80.0,10400,6,5,1979,1999,253.0,903.0,0.0,356.0,1259.0,1353,0,0,1353,1.0,0.0,2,0,2,1,5,1,1979.0,2.0,478.0,240,141,0,0,0,0,0,8,2007
2275,20,128.0,13001,6,5,1971,1971,176.0,492.0,121.0,1012.0,1625.0,1220,0,0,1220,0.0,1.0,2,0,2,1,6,1,1971.0,2.0,944.0,0,0,249,0,0,0,0,9,2007
2276,80,64.0,8991,7,6,1976,1976,130.0,624.0,604.0,0.0,1228.0,1324,0,0,1324,0.0,1.0,2,0,3,1,5,1,1976.0,2.0,585.0,407,36,0,0,0,0,0,2,2007
2277,60,80.0,8000,6,6,1974,1974,0.0,931.0,153.0,0.0,1084.0,1084,793,0,1877,1.0,0.0,2,1,4,1,8,1,1974.0,2.0,488.0,0,96,0,0,0,0,0,11,2007
2278,20,63.0,9457,5,6,1970,1990,0.0,566.0,0.0,359.0,925.0,1422,0,0,1422,1.0,0.0,1,0,3,1,7,0,1988.0,2.0,576.0,252,0,0,0,0,0,0,9,2007
2279,20,66.0,7920,5,5,1970,2002,32.0,81.0,619.0,214.0,914.0,914,0,0,914,0.0,0.0,1,0,3,1,5,0,1970.0,1.0,368.0,120,0,0,0,0,0,0,10,2007
2280,20,,17199,4,7,1961,1961,0.0,314.0,0.0,600.0,914.0,914,0,0,914,0.0,0.0,1,0,2,1,4,0,1961.0,1.0,270.0,140,0,0,0,0,0,0,7,2007
2281,120,33.0,4113,6,5,2001,2001,0.0,0.0,0.0,1337.0,1337.0,1337,0,0,1337,0.0,0.0,2,0,2,1,5,1,2001.0,2.0,511.0,136,68,0,0,0,0,0,7,2007
2282,120,26.0,10943,6,5,1997,1998,0.0,930.0,0.0,475.0,1405.0,1337,0,0,1337,1.0,0.0,2,0,2,1,5,1,1997.0,2.0,522.0,0,68,0,0,0,0,0,10,2007
2283,160,21.0,2205,6,6,1973,1973,567.0,312.0,0.0,213.0,525.0,525,567,0,1092,0.0,0.0,1,1,3,1,6,0,1973.0,1.0,264.0,144,0,0,0,0,0,0,2,2007
2284,160,21.0,2058,6,5,1973,1973,265.0,0.0,0.0,672.0,672.0,672,546,0,1218,0.0,0.0,1,1,4,1,7,0,1973.0,1.0,264.0,0,28,0,0,0,0,0,12,2007
2285,120,24.0,2304,7,7,1978,1978,0.0,632.0,6.0,423.0,1061.0,1055,0,0,1055,0.0,0.0,2,0,2,1,4,0,1978.0,1.0,319.0,108,32,0,0,0,0,0,4,2007
2286,20,65.0,7150,5,6,1966,1966,52.0,725.0,0.0,263.0,988.0,988,0,0,988,1.0,0.0,1,0,3,1,5,0,1974.0,1.0,360.0,0,0,0,0,0,0,0,11,2007
2287,20,96.0,12469,9,5,2006,2007,378.0,1151.0,0.0,639.0,1790.0,1816,0,0,1816,1.0,0.0,2,0,3,1,7,1,2007.0,3.0,730.0,186,36,0,0,0,0,0,8,2007
2288,20,91.0,11825,8,5,2006,2007,302.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,856.0,0,112,0,0,0,0,0,6,2007
2289,20,110.0,14333,8,5,2007,2007,0.0,1518.0,0.0,590.0,2108.0,2122,0,0,2122,1.0,0.0,2,1,2,1,7,1,2007.0,3.0,938.0,130,142,0,0,0,0,0,11,2007
2290,60,107.0,13641,9,5,2007,2007,456.0,1304.0,0.0,630.0,1934.0,1943,713,0,2656,1.0,0.0,2,1,3,1,8,1,2007.0,3.0,1040.0,268,58,0,0,0,0,0,12,2007
2291,60,110.0,13440,8,5,2006,2007,190.0,0.0,0.0,1108.0,1108.0,1148,1402,0,2550,0.0,0.0,2,1,4,1,11,1,2006.0,3.0,670.0,120,39,0,0,0,0,0,3,2007
2292,20,105.0,15431,10,5,2005,2006,400.0,1430.0,0.0,564.0,1994.0,2046,0,0,2046,1.0,0.0,2,1,2,1,7,2,2005.0,3.0,878.0,188,65,0,0,175,0,0,8,2007
2293,20,107.0,13891,9,5,2007,2007,456.0,1812.0,0.0,740.0,2552.0,2552,0,0,2552,1.0,0.0,2,0,3,1,8,2,2007.0,3.0,932.0,130,28,0,0,0,0,0,10,2007
2294,60,118.0,13654,9,5,2005,2006,365.0,0.0,0.0,1704.0,1704.0,1722,1036,0,2758,0.0,0.0,2,1,4,1,9,1,2005.0,3.0,814.0,282,55,0,0,0,0,0,5,2007
2295,20,59.0,17169,10,5,2007,2007,970.0,1684.0,0.0,636.0,2320.0,2290,0,0,2290,2.0,0.0,2,1,2,1,7,1,2007.0,3.0,1174.0,192,30,0,0,0,0,0,8,2007
2296,60,134.0,16659,8,5,2007,2008,0.0,0.0,0.0,1582.0,1582.0,1582,570,0,2152,0.0,0.0,2,1,3,1,7,1,2007.0,2.0,728.0,0,368,0,0,0,0,0,6,2007
2297,60,82.0,9709,8,5,2007,2007,120.0,778.0,0.0,140.0,918.0,958,1142,0,2100,1.0,0.0,2,1,3,1,8,2,2007.0,3.0,786.0,172,104,0,0,0,0,0,9,2007
2298,20,94.0,13615,9,5,2006,2006,510.0,0.0,0.0,1802.0,1802.0,1802,0,0,1802,0.0,0.0,2,1,3,1,7,1,2006.0,3.0,843.0,158,105,0,0,0,0,0,6,2007
2299,60,99.0,13069,8,5,2004,2004,502.0,0.0,0.0,1706.0,1706.0,1718,1238,0,2956,0.0,0.0,2,1,5,1,11,1,2004.0,3.0,916.0,194,50,0,0,0,0,0,8,2007
2300,60,110.0,14277,8,5,2003,2003,280.0,938.0,0.0,379.0,1317.0,1217,1168,0,2385,1.0,0.0,2,1,3,1,7,1,2003.0,3.0,818.0,192,228,0,0,0,0,0,1,2007
2301,60,,12568,8,5,2007,2007,246.0,669.0,0.0,226.0,895.0,895,923,0,1818,1.0,0.0,2,1,3,1,8,1,2007.0,3.0,774.0,196,104,0,0,0,0,0,8,2007
2302,20,70.0,9926,7,5,2005,2006,210.0,1178.0,0.0,436.0,1614.0,1614,0,0,1614,1.0,0.0,2,0,3,1,7,0,2005.0,3.0,878.0,100,38,0,0,0,0,0,5,2007
2303,20,71.0,9254,8,5,2005,2005,210.0,119.0,0.0,1602.0,1721.0,1721,0,0,1721,1.0,0.0,2,0,3,1,7,0,2005.0,2.0,554.0,168,27,0,0,0,0,0,1,2007
2304,60,92.0,10732,8,5,2006,2007,0.0,0.0,0.0,1298.0,1298.0,1298,530,0,1828,0.0,0.0,2,1,3,1,7,0,2006.0,3.0,876.0,0,40,0,0,0,0,0,2,2007
2305,120,34.0,3901,6,5,2005,2006,182.0,866.0,0.0,436.0,1302.0,1302,0,0,1302,1.0,0.0,1,1,1,1,5,1,2005.0,2.0,631.0,110,50,0,0,0,0,0,8,2007
